559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-12-22T08:51:31.956Z	55d329b10fc9f982beadc303	vasspilka	585b9413c02c1a39599bbb69	@rjorgenson There are the elixir forums, a great place for discussion
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T00:06:17.042Z	55a0882f5e0d51bd787afc7b	Joshuakimba	55ac3b791b12d23147007377	"Hey everyone,

Here is the Gotomeeting link:

https://gotomeet.me/FCCAZ

I'll be hosting the meeting in about 10 minutes, so if you can't connect before 5:00pm, try again at 5:00pm. if it seems to work before I host it then, well, thats good! I hope.

If there are issues getting on and it's after 5:00pm, let me know by commenting on this post, and we'll try to sort them out together.

Hopefully GotoMeeting works, and if it doesn't then we can always try and use Rabb.it as a back up (depending on the number of people who attend of course)."
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-14T19:48:06.877Z	55a40c8c5e0d51bd787b4329	carl-parrish	55a5677617582ac167f3ff46	Awesome thanks!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-14T19:47:30.324Z	558ee7a915522ed4b3e2ede4	angregor	55a5675217582ac167f3ff3c	You could make a post in the main Gitter room, or you could go to the FCC git hub repo and post there
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-14T19:39:55.617Z	55a40c8c5e0d51bd787b4329	carl-parrish	55a5658b17582ac167f3fefc	Where is the best place to suggest that FCC should work with Mozilla’s Open Backpack? Or Coderbits?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-14T19:39:10.782Z	55a40c8c5e0d51bd787b4329	carl-parrish	55a5655e17582ac167f3fef3	Thanks angregor
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-14T19:30:15.813Z	558ee7a915522ed4b3e2ede4	angregor	55a5634717582ac167f3fe90	@carl-parrish Welcome! Glad to have you!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-14T19:28:57.401Z	55a40c8c5e0d51bd787b4329	carl-parrish	55a562f92c7ce75c0a890c75	Just signed up yesterday going though all the setup steps now. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-13T22:52:10.753Z	55a4379d5e0d51bd787b478e	916decker	55a4411aa598407d5fa848e8	hey everyone, i'm at the beginning haha
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-13T18:46:23.931Z	558ee7a915522ed4b3e2ede4	angregor	55a4077f68eaaccb6c2cb60c	I’ve kind jumped around, but I only have a few of the first bonfire’s left
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-13T16:56:00.054Z	558ae52615522ed4b3e2a56e	orangelines	55a3eda06f087e6752f9e96a	im at Waypoint: Harness Dynamic HTML
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-12T21:10:01.744Z	55a0882f5e0d51bd787afc7b	Joshuakimba	55a2d7a9698526707da032ee	I think I have like 37 waypoints complete atm
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-12T05:51:41.527Z	55a1dc715e0d51bd787b181b	Metallidog	55a2006d3cc28b2c216cf623	How far along is everyone? Just curious how it looks down the line.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-12T04:09:22.627Z	55a0882f5e0d51bd787afc7b	Joshuakimba	55a1e872c6ac4ec60812a4e3	@Metallidog hello
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-12T03:40:51.860Z	55a1dc715e0d51bd787b181b	Metallidog	55a1e1c305d3e1f54c9f10dc	Hello
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-12T03:37:10.927Z	55a0882f5e0d51bd787afc7b	Joshuakimba	55a1e0e6a34a69dd0994b3ac	oh nevermind, it is only glitched on android
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-12T03:02:01.100Z	55a0882f5e0d51bd787afc7b	Joshuakimba	55a1d8a93cc28b2c216cf46c	Is the first coding challenge glitched?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-11T16:15:05.556Z	55a0f06c5e0d51bd787b058e	crdls2015	55a141098223831f09905424	Id love to get a local group moving. Makes an in person bootcamp almost useless
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-11T16:14:27.817Z	55a0f06c5e0d51bd787b058e	crdls2015	55a140e3fa65c09113f6f1ba	I did join and I am interested
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-11T16:14:00.805Z	55909e7015522ed4b3e2fdc9	JonathanKreiter	55a140c8ba492b180517000b	@crdls2015 if you're interested please join as well! 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-11T16:13:16.238Z	55909e7015522ed4b3e2fdc9	JonathanKreiter	55a1409cfa65c09113f6f1ab	@danhogan make sure to join the FB event if you're interested! The first meet up is through video chat 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-11T11:12:25.390Z	55a0f06c5e0d51bd787b058e	crdls2015	55a0fa19fa65c09113f6ede5	hello all kinda surprised there were others here
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-10T17:59:33.087Z	55a007ea5e0d51bd787ae898	danhogan	55a008058223831f09903d7e	I'd come to a meetup
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-08T16:39:58.896Z	55909e7015522ed4b3e2fdc9	JonathanKreiter	559d525e5331f9985a7fec51	Has everyone here whose interested posted on FB? If not, let's all post there, so we can get a proper count! 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-08T07:13:57.062Z	5586681f15522ed4b3e23a63	Scottiiee	559ccdb552cc8c664f5115ce	A meetup sounds good to me also.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-08T00:27:53.568Z	554aada315522ed4b3e0085a	phoenixstormcrow	559c6e8921e1d6761f2a1f11	I'm keen for a meetup. As I said on FB, I'm typically free on Sundays. The more notice the better, for me.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-07T22:48:42.069Z	5587698115522ed4b3e251c6	JCDJulian	559c574ac983bd58340b3669	Although I'm currently interning in Texas, I'd love to join a meetup online through Google Hangouts sometime
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-07T22:47:48.680Z	5587698115522ed4b3e251c6	JCDJulian	559c571460f8b4c531f2230d	Hi everyone! ASU student here. glad to meet you all.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-07T21:26:46.254Z	55909e7015522ed4b3e2fdc9	JonathanKreiter	559c441652cc8c664f510ac4	Hey all, is anyone interested in a Free Code Camp meet up? Whether your new (like me who hasn't gone through much) or more experienced, it could be a great idea to get together and pick each other's brains about JavaScript - which would help solidify our knowledge of the craft! If meeting up physically can't work out due to whatever reasoning, we could also do video conferencing, like google hang outs. Let me know what you think! I'll put a notice out on FB as well, just in case there is anyone on FB who isn't part of this chat. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-06T06:52:01.814Z	558ee7a915522ed4b3e2ede4	angregor	559a25911e35a1a03f143ef8	Glad to have you here @KimCorallo ! East Valley here myself, but will be moving to ASU Tempe in the fall for my sophmore year.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-06T05:41:44.898Z	559a09e915522ed4b3e37136	KimCorallo	559a15181e35a1a03f143e0c	Hello fellow AZ people. I am new to all of this and having people nearby might be helpful. I went to ASU, but graduated 11 years ago. I liked the area, but feel old now to cruise Mill Ave.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-06T02:03:58.134Z	558ee7a915522ed4b3e2ede4	angregor	5599e20efcbe8872682f0c46	@boomer1204 Haha yes thats what I’ve heard. I’m from the East Valley and until recently haven’t had a car so travelling to Tempe hasn’t really been an option. Excited for the fall semester though
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-05T04:39:25.892Z	55947d9115522ed4b3e333ef	boomer1204	5598b4fdfcbe8872682efed5	"Yes the campus area is the younger crowd.  I'm 31 and still have a bunch of fun but it's ""known for"" the younger crowd and Old Towne Scottsdale is the ""more mature crowd"" if you get what I'm saying.  I don't really see it but i'm also not very mature :)"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-05T03:22:02.888Z	558ee7a915522ed4b3e2ede4	angregor	5598a2da1e35a1a03f142cab	good area for 18+? I’ll be going to ASU in the fall and haven’t really been there save for one or two times.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-04T01:48:38.048Z	55947d9115522ed4b3e333ef	boomer1204	55973b76b634f09d21d9b092	I'm 3 blocks from campus.  It's cool depending on your age
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-04T01:05:45.493Z	558ee7a915522ed4b3e2ede4	angregor	55973169fcbe8872682eea77	Good stuff, do you like the area?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-04T00:43:34.868Z	558c9a0915522ed4b3e2cf0b	mpdadhania	55972c36a41cae0c73d56a1f	I work near ASU
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-04T00:22:45.412Z	558ee7a915522ed4b3e2ede4	angregor	55972755fcbe8872682ee9fb	Hey, anyone here near the ASU area?
