56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-12-20T17:53:30.262Z	55cde1430fc9f982bead6035	julianorafael	5859701ac5a4e0233bac1bbc	Tem alguém trabalhando ativamente nas traduções?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:29:47.440Z	5523e84e15522ed4b3de7a19	christophermoura	56b2c5ab34ca6b3f59447333	Acho que eles usaram Github e outras ferramentas (fórum, e-mail, etc.)...
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:27:24.685Z	5523e84e15522ed4b3de7a19	christophermoura	56b2c51c958093bc12d1a06b	@Janainaf, eu entendi! :-)Acho que eles usaram a planilha
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:27:24.682Z	5523e84e15522ed4b3de7a19	christophermoura	56b2c51ca867d14059a368c3	para compilar os resultados.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:25:24.574Z	5616668ed33f749381a8b3ec	Janainaf	56b2c4a4958093bc12d1a060	Ps: vou perguntar agorinha pro Juan, aproveitando q ele ta no Japao e la eh dia, porque eles usaram planilha! Fiquei curiosa, hahaha
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:19:38.448Z	5616668ed33f749381a8b3ec	Janainaf	56b2c34a1191fcc8353b84f6	Eu concordo que usar o Github pode ser mais democratico e facil de seguir as modificacoes, @christophermoura . De novo, so coloquei a questao de como o povo de espanhol fez, porque 1. eles sao os que estao mais avancados na traducao 2. algum motivo eles devem ter tido para fazer assim. Entretanto, obviamente nao necessitamos fazer tudo igual a eles, pois o processo deve ser aprimorado: o que eles acertaram copiamos, e melhoramos :) Boa noite @christophermoura , obrigadao pela sua participacao!
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:16:49.248Z	5616668ed33f749381a8b3ec	Janainaf	56b2c2a15245f2e110e72b7e	Eu so enviei a tabela dos nossos hermanos, @christophermoura, como exemplo. E porque voce perguntou dos campistas haha :P 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:16:13.674Z	5616668ed33f749381a8b3ec	Janainaf	56b2c27da0e75de41098c923	Eu concordo, @christophermoura  :) Inclusive essa eh uma diferenca cultural que se nota na comparacao do pt-BR para o portugues de Portugal: em Portugal eles traduzem tudo (de mouse, pra rato, dentre outras coisas, *ao menos eh o q eu ouvir falar*); no Brasil ja nao, aqui existe a tendencia de se usar as palavras em ingles. Ainda mais em casos como bolean onde a traducao fica tao esdruxula que acaba nada explicando, nao eh mesmo? 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:02:14.821Z	5523e84e15522ed4b3de7a19	christophermoura	56b2bf36958093bc12d19faf	"@Janainaf, estava verificando a planilha de glossário cujo link você mandou há pouco e já fiquei com a pulga atrás da orelha:

> https://docs.google.com/spreadsheets/d/1c60Sl4MAAsZ7biCPgur7A4aVqhErIfwrE1SulPqbOGo/edit#gid=0

Vi que o pessoal que traduziu para o Espanhol, optou por traduzir todos os termos. Até as palavras reservadas do **HTML** e do **JavaScript**.

Acredito que a tradução, nesses casos, vai depender do contexto. Por exemplo, ""```bolean```"" é uma  palavra reservada e dependendo do que estiver sendo exibido (código, por exemplo), não deve ser traduzida. Entretanto, ao se explicar o conceito, pode-se usar ""_booleano_"".

A questão é que existem muitos termos, que são usados assim como no idioma original pela comunidade de desenvolvimento. Por exemplo, nunca vi ninguém falando/usando ""_vetor_"" quando se refere a um ""**array**"".

E termino minha participação noturna declarando que sou contra o uso de uma planilha (ou outro arquivo de formato proprietário) para tal referência. Uma vez que podemos usar o próprio Github para discutir e votar (usando **[Issues](https://guides.github.com/features/issues/)**), além de fazer o controle das versões do glossário e outros arquivos de referência, usando o formato Markdown, também disponível no Github."
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:38:54.883Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2abae1191fcc8353b825a	aí terminando isso volto pra tradução de exercícios
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:36:45.553Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2ab2d5245f2e110e728cd	"@christophermoura vai estar no github, aí só adicionar também, crieu um arquivo ""Recomendaciones.pt-BR.md"" seguindo o padrão do arquivo em inglês"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:36:21.844Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2ab151191fcc8353b8248	@christophermoura vou fazer upload da primeira parte que traduzi hoje
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:33:08.950Z	5616668ed33f749381a8b3ec	Janainaf	56b2aa54958093bc12d19d7a	"De novo a recomendacao eh ""Be democratic! Choose the most appropriate translation by voting and keep a record of the results. """
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:32:45.679Z	5616668ed33f749381a8b3ec	Janainaf	56b2aa3d093185ca35a77456	Mas podemos fazer como eles fizeram, discutir aqui e criar uma planilha com os termos mais usados, e como iremos traduzir 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:32:32.922Z	5616668ed33f749381a8b3ec	Janainaf	56b2aa3034ca6b3f59447024	"Reinforcando as recomendacoes ""Use the chat room for discussing the glosary, so no one will miss anything."" :P "
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:32:18.327Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2aa22093185ca35a77452	">Posso ajudar sim! Imagino que a ideia é traduzir o arquivo de recomendações e o README para fazer o merge, em seguida, no repositório do @vtamara, né?
Sim, é essa a ideia, @christophermoura "
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:32:00.681Z	5616668ed33f749381a8b3ec	Janainaf	56b2aa10958093bc12d19d74	https://docs.google.com/spreadsheets/d/1c60Sl4MAAsZ7biCPgur7A4aVqhErIfwrE1SulPqbOGo/edit#gid=0
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:31:59.877Z	5616668ed33f749381a8b3ec	Janainaf	56b2aa0f34ca6b3f59447020	Como vc deve ter visto @christophermoura , em espanhol eles traduziram como campista sim
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:31:45.785Z	5616668ed33f749381a8b3ec	Janainaf	56b2aa0134ca6b3f5944701c	Bem, esse gitter eh exatamente para discutir essas questoes. Principalmente em termo de glossario e padronizacao dos termos. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:26:11.854Z	5523e84e15522ed4b3de7a19	christophermoura	56b2a8b31191fcc8353b81f3	"Acho importante criarmos um repo para termos específicos e/ou usuais.

Por exemplo, quando alguém for traduzir termos comuns no FCC, como ""**Camper News**"", teríamos um local para referência/consulta e também para decidir (via comentários) sobre a tradução - ou a adaptação/localização -  de determinados termos.

A propósito, como ficaria o termo ""**Camper News**""?

> ""_Notícias dos Campistas_""? ;-)"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:16:54.988Z	550d9b7415522ed4b3dd99a5	feliperdius	56b2a686958093bc12d19d02	@educastro nossa, no inverno? Imagina o pessoal congelando no frio hahaaah
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:16:41.378Z	5616668ed33f749381a8b3ec	Janainaf	56b2a6793bb131bb121b3522	"Tambem concordo com o pt-BR! 
@christophermoura @jeanleonino Tambem posso ajudar na traducao das recomendacoes e do ReadMe. Posso enviar uma versao ja amanha, se tudo der certo. "
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:16:15.058Z	550d9b7415522ed4b3dd99a5	feliperdius	56b2a65f1191fcc8353b8198	Concordo com o pt-BR
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:14:19.819Z	5523e84e15522ed4b3de7a19	christophermoura	56b2a5eba0e75de41098c5cf	"Tudo bem @jeanleonino!

Posso ajudar sim! Imagino que a ideia é traduzir o arquivo de recomendações e o README para fazer o merge, em seguida, no repositório do @vtamara, né?

Você quer traduzir algum outro arquivo, além desses?"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:04:16.582Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2a390a0e75de41098c583	se quiser trabalhar no mesmo repo abro pra colaboração :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:04:02.221Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2a38234ca6b3f59446f20	@christophermoura este é o repositório de tradução que estou usando - https://github.com/jeanleonino/fcc_trad
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:03:19.478Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2a35734ca6b3f59446f18	é isso, de modo geral
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:03:16.348Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2a354a0e75de41098c578	sobre a padronização - o @QuincyLarson definiu que vai ser via Github Issues :) e seguindo as recomendações do repo do @vtamara :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:02:05.654Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2a30d093185ca35a77351	@christophermoura sobre a pergunta 1. - hmm - não precisa, eu estive lá fazendo isso, mas se quiser repassar eu acho legal, mas faria depois da tradução pra pt-BR do repo do vtamara de recomendações
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:01:14.887Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2a2da958093bc12d19c6d	@christophermoura estava falando com o @vtamara e ele sugeriu traduzir pra pt-BR e levantar as perguntas enquanto traduz. Comecei esse esforço ontem e estou neste momento traduzindo este arquivo, quer ajudar? 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:00:29.348Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2a2ad3bb131bb121b3483	@christophermoura concordo no ponto pt-BR, inclusive este canal foi criado para diferenciar do português de Portugal. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T01:00:06.958Z	54b3f45fdb8155e6700e9307	jeanleonino	56b2a2963bb131bb121b347e	@christophermoura tudo bem? :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T00:36:24.157Z	5523e84e15522ed4b3de7a19	christophermoura	56b29d08a0e75de41098c49e	"Olá pessoal!

Li as [recomendações de tradução](https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md) criadas pelo ([vtamara](https://github.com/vtamara/)) e surgiu uma dúvida em relação à criação das branches: como vamos traduzir para o Português Brasileiro, imagino que devemos seguir a norma da [ISO](https://en.wikipedia.org/wiki/ISO_639-1) (também usada pela [IETF](https://tools.ietf.org/html/bcp47) para o HTML) e usar o código da língua no padrão pt-BR (as duas primeiras letras - que é o subcódigo referente ao idioma - em caracteres minúsculos e as duas letras seguintes - o subcódigo referente à nacionalidade/localização - em caracteres maiúsculos).

Levando isso em consideração, tenho dois pontos:

1. É necessário verificar a questão do formato junto à ""equipe"" de tradução no canal [#FreeCodeCamp/Translators](https://gitter.im/FreeCodeCamp/Translators)?
2. Padronizar o formato aqui, se for o caso.

Podemos incluir algumas recomendações específicas para o pt-BR, em um repo no Github, ou mesmo em um gist.

Que tal?

Abraços a todos!"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-03T23:45:17.680Z	5616668ed33f749381a8b3ec	Janainaf	56b2910d3bb131bb121b3222	"*Antes tarde do que mais tarde ainda*

Os issues para traducao da parte de Front end ja foram criados. 
https://github.com/FreeCodeCamp/FreeCodeCamp/issues?q=is%3Aissue+is%3Aopen+label%3Atranslation

Antes de mais nada, por favor, deem uma olhada nas instrucoes para traducao nesse link:https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md

Em breve havera um hangout para explicar em maiores detalhes como faremos tudo. Quem eh de Brasilia, o FCC de la tambem esta vendo como eles podem ajudar as pessoas que querem ajudar na traducao mas nao sabem muito bem mexer no GitHub. Talvez tenha um encontro so para isso: fiquem ligados.

Quem ja conhece o GitHub, pode ja dar uma espiada nos arquivos/divisao e se preparar para a traducao , seguindo os passos do link acima de instrucoes (fork, dar um jeito no google translator, etc)  Aparentemente, o @jeanleonino ja fez a parte de basic javascript? non sei

Nao sei se facilita, mas a divisao dos modulos/arquivos esta dessa forma:

1.Brazilian Portuguese translation of HTML5 and CSS (html5-and-css.json)
2.Brazilian Portuguese translation of Responsive Design with Bootstrap (bootstrap.json)
3. Brazilian Portuguese translation of Gear up for Success (gear-up-for-success.json)
4.Brazilian Portuguese translation of jQuery waypoints (jquery.json)
5.Brazilian Portuguese translation of Basic JavaScript  (basic-javascript.json)
6. Brazilian Portuguese translation of Object Oriented and Functional Programming (object-oriented-and-functional-programming.json)
7.Brazilian Portuguese translation of Basic Algorithm Scripting (basic-bonfires.json)
8.Brazilian Portuguese translation of Basic Front End Development Projects (basic-ziplines.json)
9.Brazilian Portuguese translation of Intermediate Algorithm Scripting (intermediate-bonfires.json)
11.Brazilian Portuguese translation of Intermediate Front End Development Projects (intermediate-ziplines.json)
12.Brazilian Portuguese translation of Advanced Algorithm Scripting (advanced-bonfires.json)
13.Brazilian Portuguese translation of Claim Your Front End Development Certificate (front-end-development-certificate.json)"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-02T23:19:06.164Z	56ab5661e610378809bed3a2	educastro	56b1396a6b6468374a0b1992	@feliperdius Ouvi esse boato de que estão negociando uma Campus em POA para julho desse ano! Recife até agora não tem confirmação, eu acho. Talvez não tenha mais... :(
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-02T22:53:06.246Z	5616668ed33f749381a8b3ec	Janainaf	56b13352586242210ae124b0	Mais uma vez, desculpe a todos!
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-02T22:52:55.884Z	5616668ed33f749381a8b3ec	Janainaf	56b1334780ad69394a7c0a0e	@jeanleonino  Nope, desculpa, me enrolei aqui hoje com uns afazeres. So agora sentei na frente do computador. To aqui terminando mais uma tarefa e depois vou dar uma olhada nisso :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-02T21:57:51.080Z	54b3f45fdb8155e6700e9307	jeanleonino	56b1265faaae7a3a7594b1fa	@Janainaf já criou? :) cada um cuida da issue, é bem simples, não tem dor de cabeça ;)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-02T21:57:33.208Z	54b3f45fdb8155e6700e9307	jeanleonino	56b1264d6b6468374a0b159f	Oi, fiz um teste aqui e agora a noite vou ver se gravo com a Letícia como fazer com o git, @Ronaiza 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-02T00:01:46.653Z	5616668ed33f749381a8b3ec	Janainaf	56aff1eaeaf741c118d63fc7	alias, todos deveriam ler esse link e dar uma olhada na traducao para espanhol (nesse link tem um exmeplo a parte da traducao para espanhol esta como NameEs por exemplo) https://github.com/FreeCodeCamp/FreeCodeCamp/blob/staging/seed/challenges/03-back-end-development-certification/nodejs-and-expressjs.json
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-02T00:00:21.568Z	5616668ed33f749381a8b3ec	Janainaf	56aff195c54bc2bf180d67dc	@Ronaiza vamos agilizar o hangout, mas ate la vc tambem pode dar uma lida nesse link, se vc tiver disponibilidade :) https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-01T23:55:41.614Z	5616668ed33f749381a8b3ec	Janainaf	56aff07dc54bc2bf180d67b2	@diegovini  oi proce :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-01T23:55:07.601Z	5616668ed33f749381a8b3ec	Janainaf	56aff05bc54bc2bf180d67ac	como ele nao criou, eu vou cria-los amanha e ai decidimos como faremos a divisao, pode ser? :)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-01T23:54:37.827Z	5616668ed33f749381a8b3ec	Janainaf	56aff03daaae7a3a75947b3a	Oi, tudo bem? Eu estava esperando o @jeanleonino que disse que ia criar os issues
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-01T23:01:08.806Z	5601f15a0fc9f982beb18351	henriquetsc	56afe3b480ad69394a7bcef5	Quando vamos começar as traduções? Posso fazer algo para ajudar nos preparativos?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-01T23:00:40.424Z	5601f15a0fc9f982beb18351	henriquetsc	56afe3986b6468374a0addef	Boa noite pessoal, todos bem?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-01T21:44:52.751Z	56420ac516b6c7089cba2eb1	diegovini	56afd1d46b6468374a0ada18	Olá, pessoal!
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-31T14:22:28.133Z	56ac277ae610378809beeffe	yesroh	56ae18a48fbaf4220afa6262	para aprender a usar o git como tradução
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-31T14:22:10.891Z	56ac277ae610378809beeffe	yesroh	56ae1892586242210ae098ff	Vou precisar participar do hangout p
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-31T14:21:54.902Z	56ac277ae610378809beeffe	yesroh	56ae1882aaae7a3a7594283d	**disponibilidade para participar da tradução
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-31T14:21:29.821Z	56ac277ae610378809beeffe	yesroh	56ae18696b6468374a0a90f2	Olá pessoal, sou a Ronaiza, tbm de Brasília e tenho disponi
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-30T01:36:46.364Z	550d9b7415522ed4b3dd99a5	feliperdius	56ac13ae6b6468374a0a63fc	Nó, não tava sabendo.  Será que esse ano vai ter aqui em Porto Alegre? Há boatos que sim.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-29T22:59:35.112Z	5616668ed33f749381a8b3ec	Janainaf	56abeed7dc33b33c7548bc09	Vem pro de brasilia ano que vem ;) O edu que ajudou a trazer :D 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-29T17:29:13.768Z	550d9b7415522ed4b3dd99a5	feliperdius	56aba169eaf741c118d5afd7	:(
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-29T17:29:05.818Z	550d9b7415522ed4b3dd99a5	feliperdius	56aba1618fbaf4220afa216c	Sdds CampusParty esse ano não pude ir, bate a depre quando alguém fala sobre... hahaha
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-29T15:21:25.403Z	5616668ed33f749381a8b3ec	Janainaf	56ab83756b6468374a0a4809	Oi Edu, vamos coordenar aqui a traducao. Vc tem o username dos outros participantes da traducao? Estou entrando em contato com todos, mas alguns parecem estar ocupados :o Divirta-se ai na Campus Party e a gente se ve quando vc voltar :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-29T14:04:01.213Z	54b3f45fdb8155e6700e9307	jeanleonino	56ab7151eaf741c118d5a3ce	@educastro e aí :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-29T13:56:04.676Z	56ab5661e610378809bed3a2	educastro	56ab6f74586242210ae04b21	Oi! :)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-01-29T02:03:28.342Z	54b3f45fdb8155e6700e9307	jeanleonino	56aac870dc33b33c7548899b	"# Aviso importante
Este é o canal **oficial** de tradução do FCC para Português do Brasil. Nos próximos dias vou organizar um hangout para quem ainda não sabe como utilizar o github para a tradução. Além disso para nos conhecermos :) todos são bem-vindos e, por favor, vamos conversar para chegar em consensos de tradução, quem fará o quê e tradução de jargões de programação. "
